,FPR (95% TPR),Detection Error,AUROC,AUPR In,AUPR Out
Uniform,0.0,0.00065,0.99999834,0.9999966833594973,0.9999991705171367
Gaussian,0.0,0.0017000000000000001,0.9999727199999999,0.9999473869155603,0.9999862400870069
TinyImageNet (Crop),0.1578,0.09405,0.97269418,0.9545814274915027,0.985669603437705
TinyImageNet (Resize),0.17154214657017633,0.09805637549689125,0.9701338089899094,0.9510838203965145,0.9840721095683029
LSUN (Crop),0.2702,0.12924999999999998,0.95006914,0.921732155525407,0.9728788661684583
LSUN (Resize),0.213,0.1089,0.9631710400000001,0.9409550847923472,0.9803596143327391
iSUN,0.2034733893557423,0.11028291316526612,0.9635696582633053,0.9449798897490358,0.9787081208881802
SVHN,0.11140135218192994,0.07923653964351568,0.9794893515673018,0.9231490813239139,0.9958379434014546
Cifar10,0.8486,0.3075,0.7428680400000001,0.7503444298065177,0.6993351783667664
imagenet_a,0.5984,0.20723333333333332,0.8690389599999999,0.8416893776193857,0.8924010571838245
imagenet_o,0.732,0.26005,0.8111222,0.9161568949843746,0.6114829470891072
All,0.21052824248636381,0.12038464326243731,0.9548023190687116,0.6040703367855627,0.9977375951222566
